is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 15809:2017,High visibility warning clothes - Specification,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15809:2017 | High visibility warning clothes - Specification | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 18849:2024,Textiles - Workwear for cement workers - Specification,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 18849:2024 | Textiles - Workwear for cement workers - Specification | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 16655:2017,Textiles - Protective clothing for use in welding and allied processes,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 16655:2017 | Textiles - Protective clothing for use in welding and allied processes | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15298 (Part 1):2024,Personal protective equipment - Part 1 Test methods for footwear,Occupational Safety / PPE,Test Method,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15298 (Part 1):2024 | Personal protective equipment - Part 1 Test methods for footwear | Occupational Safety / PPE | Test Method,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15298 (Part 2):2024,Personal protective equipment - Part 2 Safety footwear,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15298 (Part 2):2024 | Personal protective equipment - Part 2 Safety footwear | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4151:2015,Protective helmets for motorcycle riders,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4151:2015 | Protective helmets for motorcycle riders | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2925:1984,Specification for Industrial Safety Helmets,Occupational Safety / PPE,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2925:1984 | Specification for Industrial Safety Helmets | Occupational Safety / PPE | Product Specification,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1165:2022,Whole milk powder - Specification,Food / Dairy,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1165:2022 | Whole milk powder - Specification | Food / Dairy | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13334 (Part 1):2014,Skimmed milk powder - Specification Part 1 Standard grade,Food / Dairy,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13334 (Part 1):2014 | Skimmed milk powder - Specification Part 1 Standard grade | Food / Dairy | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13334 (Part 2):2014,Skimmed milk powder - Specification Part 2 Extra grade,Food / Dairy,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13334 (Part 2):2014 | Skimmed milk powder - Specification Part 2 Extra grade | Food / Dairy | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14542:1998,Partly skimmed milk powder - Specification,Food / Dairy,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14542:1998 | Partly skimmed milk powder - Specification | Food / Dairy | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17423:2020,Medical Textiles - Coveralls for COVID-19 - Specification,Medical Textiles,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17423:2020 | Medical Textiles - Coveralls for COVID-19 - Specification | Medical Textiles | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17423:2021,Medical Textiles - Bio-Protective Coveralls - Specification,Medical Textiles,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17423:2021 | Medical Textiles - Bio-Protective Coveralls - Specification | Medical Textiles | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4984,Polyethylene pipes for water supply - Specification,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4984 | Polyethylene pipes for water supply - Specification | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4985,Unplasticized PVC pipes for potable water supplies - Specification,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4985 | Unplasticized PVC pipes for potable water supplies - Specification | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12818,Unplasticized PVC pipes for potable water supplies / related PVC pipe specification,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12818 | Unplasticized PVC pipes for potable water supplies / related PVC pipe specification | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14333,High density polyethylene pipes for sewerage - Specification,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14333 | High density polyethylene pipes for sewerage - Specification | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14735,PVC related product standard,Plastics / PVC,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14735 | PVC related product standard | Plastics / PVC | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7834,PVC related product standard,Plastics / PVC,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7834 | PVC related product standard | Plastics / PVC | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15778,Chlorinated polyvinyl chloride pipes for potable hot and cold water installations - Specification,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15778 | Chlorinated polyvinyl chloride pipes for potable hot and cold water installations - Specification | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13592:2013,Unplasticized PVC pipes for soil and waste discharge system inside and outside buildings including ventilation and rain water system,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13592:2013 | Unplasticized PVC pipes for soil and waste discharge system inside and outside buildings including ventilation and rain water system | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17425,PVC/HDPE pipe related product standard,Plastics / Pipes,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17425 | PVC/HDPE pipe related product standard | Plastics / Pipes | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 303,Plywood for general purposes - Specification,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 303 | Plywood for general purposes - Specification | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 710,Marine plywood - Specification,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 710 | Marine plywood - Specification | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1659,Block boards - Specification,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1659 | Block boards - Specification | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2202,Wooden flush door shutters - Specification,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2202 | Wooden flush door shutters - Specification | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4990,Plywood for concrete shuttering work - Specification,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4990 | Plywood for concrete shuttering work - Specification | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14587,Wood related product standard,Building Materials / Wood,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14587 | Wood related product standard | Building Materials / Wood | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4246,Domestic gas stoves for use with liquefied petroleum gases,Domestic Appliances / Gas,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4246 | Domestic gas stoves for use with liquefied petroleum gases | Domestic Appliances / Gas | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 9873,Safety of Toys,Consumer Products / Toys,Safety Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 9873 | Safety of Toys | Consumer Products / Toys | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15644,Safety of toys / related toy safety requirements,Consumer Products / Toys,Safety Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15644 | Safety of toys / related toy safety requirements | Consumer Products / Toys | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15844 (Part 1),Sports shoes - requirements,Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15844 (Part 1) | Sports shoes - requirements | Footwear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15844 (Part 2),Footwear - related requirements,Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15844 (Part 2) | Footwear - related requirements | Footwear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15844 (Part 3),Footwear - related requirements,Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15844 (Part 3) | Footwear - related requirements | Footwear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 6721:2023,"Footwear - shoes, sandals and slippers related requirements",Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,"IS 6721:2023 | Footwear - shoes, sandals and slippers related requirements | Footwear | Product Specification",BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 10748,Footwear related product standard,Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 10748 | Footwear related product standard | Footwear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17043,Shoes for general purposes,Footwear,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17043 | Shoes for general purposes | Footwear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1660,Wrought and cast aluminium utensils,Household Products,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1660 | Wrought and cast aluminium utensils | Household Products | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14756,Stainless steel utensils,Household Products,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14756 | Stainless steel utensils | Household Products | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17659,Insulated stainless steel bottles/flasks,Household Products,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17659 | Insulated stainless steel bottles/flasks | Household Products | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17803,Insulated stainless steel bottles/flasks,Household Products,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17803 | Insulated stainless steel bottles/flasks | Household Products | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17526,Insulated stainless steel bottles/flasks,Household Products,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 17526 | Insulated stainless steel bottles/flasks | Household Products | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 60034-1:2022,Rotating electrical machines - Part 1 Rating and performance,Electrical / Motors,Product/Performance Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS/IEC 60034-1:2022 | Rotating electrical machines - Part 1 Rating and performance | Electrical / Motors | Product/Performance Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12615:2018,Rotating electrical machines - efficiency related requirements,Electrical / Motors,Performance Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12615:2018 | Rotating electrical machines - efficiency related requirements | Electrical / Motors | Performance Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 996:2009,Electric motors - related product standard,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 996:2009 | Electric motors - related product standard | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 1):2023,Hand-held motor-operated electric tools - Part 1 General requirements,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 1):2023 | Hand-held motor-operated electric tools - Part 1 General requirements | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 1):2023,Hand-held motor-operated electric tools - Particular requirements for drills,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 1):2023 | Hand-held motor-operated electric tools - Particular requirements for drills | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 2):2023,Hand-held motor-operated electric tools - Particular requirements for screwdrivers and impact wrenches,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 2):2023 | Hand-held motor-operated electric tools - Particular requirements for screwdrivers and impact wrenches | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 3):2023,Hand-held motor-operated electric tools - Particular requirements for grinders,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 3):2023 | Hand-held motor-operated electric tools - Particular requirements for grinders | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 5):2023,Hand-held motor-operated electric tools - Particular requirements for circular saws,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 5):2023 | Hand-held motor-operated electric tools - Particular requirements for circular saws | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 6):2023,Hand-held motor-operated electric tools - Particular requirements for hammers,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 6):2023 | Hand-held motor-operated electric tools - Particular requirements for hammers | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4665 (Part 2/Sec 7):2023,Hand-held motor-operated electric tools - Particular requirements for nibblers and shears,Electrical Tools,Safety Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4665 (Part 2/Sec 7):2023 | Hand-held motor-operated electric tools - Particular requirements for nibblers and shears | Electrical Tools | Safety Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 9283:2024,Motors for agricultural applications,Electrical / Agricultural Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 9283:2024 | Motors for agricultural applications | Electrical / Agricultural Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7538:1996,Agricultural motors - related standard,Electrical / Agricultural Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7538:1996 | Agricultural motors - related standard | Electrical / Agricultural Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14582:2021,Agricultural motors - related standard,Electrical / Agricultural Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14582:2021 | Agricultural motors - related standard | Electrical / Agricultural Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14578:1999,Specific application electric motors,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 14578:1999 | Specific application electric motors | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 8151:2024,Specific application electric motors,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 8151:2024 | Specific application electric motors | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 18073:2023,Specific application electric motors,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 18073:2023 | Specific application electric motors | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
